,channel_title,no_of_vids,trending_date,title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,Unnamed: 0,Category_name
1058,Duston Ward,8,17.21.11,Georgia Dome Implosion  - TWC Camera Man Losing It LIVE,17,2017-11-20T13:40:31.000Z,578128,5704,225,777,False,4,Sports
1059,matt,8,18.02.01,Karl Pilkington predicts Black Mirror (spoilers),24,2018-01-01T01:05:59.000Z,342214,6063,616,820,False,11,Entertainment
1060,TheAngryGrandpaShow,8,17.12.12,RIP ANGRY GRANDPA,22,2017-12-11T00:22:13.000Z,4117084,404711,5601,167199,False,9,People & Blogs
1061,NIXOLAS,8,18.09.02,Not sure if I could take LEGO Zombies seriously...,1,2018-02-08T16:04:47.000Z,9510,331,6,17,False,0,Film & Animation
1062,Star Wars Coffee,8,17.22.12,Mark Hamill Still Hasn't Made Peace with The Last Jedi!,1,2017-12-20T20:24:15.000Z,16031,544,16,236,False,0,Film & Animation
1063,Mary Giannone,8,18.31.03,"$3 date night with Julianna, clearly worth it",23,2018-03-27T22:01:53.000Z,553637,3977,147,426,False,10,Comedy
1064,Dwarf Mamba,8,17.20.11,R.I.P Arya,24,2017-11-18T19:55:30.000Z,4575521,295650,5808,83065,False,11,Entertainment
1065,KBAK - KBFX - Eyewitness News - BakersfieldNow,8,17.27.12,Falcon 9 rocket launch provides spectacular view in Bakersfield,25,2017-12-23T02:27:14.000Z,875327,12112,417,2213,False,12,News & Politics
1066,Squirrel Monkey,8,18.13.02,Siri in the '80s,23,2018-02-11T05:39:21.000Z,45052,1795,112,270,False,10,Comedy
1067,Diet Coke,8,18.06.02,Diet Coke Twisted Mango | Groove,26,2018-02-05T00:10:13.000Z,363422,1181,3007,905,False,13,Howto & Style
1068,ALL URBAN CENTRAL,8,18.06.02,Kevin Hart Wildn At Super Bowl After Eagles Win,24,2018-02-05T03:22:16.000Z,481171,3989,228,495,False,11,Entertainment
1069,Piece Of Me Tour Planet Hollywood,8,18.02.01,Britney Spears - Toxic [Full HD] (New Year's Eve 2018),10,2018-01-01T06:10:43.000Z,97689,1327,791,813,False,2,Music
1070,WildTurkeyBourbon,8,17.21.11,Wild Turkey Bourbon & Matthew McConaughey Give Back for Thanksgiving,22,2017-11-20T14:04:16.000Z,21194,413,14,69,False,9,People & Blogs
1071,Vevo,8,18.30.01,Bruno Mars and Cardi B - Finesse (LIVE From The 60th GRAMMYs ®),10,2018-01-29T09:49:15.000Z,4866576,185646,5306,11582,False,2,Music
1072,Freddie Twenty,8,18.02.04,LEEROY JENKINS ANIMATED,20,2018-03-28T23:44:41.000Z,189419,3250,192,159,False,7,Gaming
1073,Revolt TV,8,17.29.12,Charlamagne Tha God & Joe Budden Present: This Year Was Dope/Trash 2017 (Full Episode),24,2017-12-26T15:59:05.000Z,847289,32668,1941,10029,False,11,Entertainment
1074,Vinheteiro,8,18.06.02,Can You Recognize These Songs When Played Backwards?,24,2018-02-05T17:30:00.000Z,134931,6927,179,672,False,11,Entertainment
1075,CrashRacing,8,17.19.11,FIA GT World Cup 2017. Qualification Race Macau Grand Prix. Huge Pile Up,2,2017-11-18T04:57:43.000Z,831968,3925,221,769,False,1,Autos & Vehicles
1076,TheInternetVEVO,8,18.07.06,The Internet - Come Over (Official Video),10,2018-06-06T14:00:02.000Z,268767,28087,224,1921,False,2,Music
1077,Senator Chris Murphy,8,18.15.02,Senator Murphy on the South Florida School Shooting,25,2018-02-14T20:27:58.000Z,16080,377,247,481,False,12,News & Politics
1078,This Is Us,8,18.04.02,A Special Message From This Is Us (Promo),24,2018-02-03T10:53:07.000Z,209539,2739,769,585,False,11,Entertainment
1079,Pick Up Limes,8,18.12.03,HIGH PROTEIN VEGAN MEAL PREP » + printable guide,22,2018-03-06T13:51:25.000Z,148651,11044,76,662,False,9,People & Blogs
1080,IFC,8,17.28.12,NPR Podcast | Portlandia | IFC,23,2017-12-26T15:08:00.000Z,91445,1806,57,118,False,10,Comedy
1081,UrAvgConsumer,8,17.23.11,BEST Black Friday Tech Deals 2017!,28,2017-11-22T17:17:34.000Z,259918,9228,308,967,False,15,Science & Technology
1082,Jesse,8,18.07.02,Surprising My Dad Super Bowl Tickets!!!,23,2018-02-05T17:00:02.000Z,576294,40566,739,4589,False,10,Comedy
1083,Chris Reinacher,8,17.29.12,What If 2017 Never Happened?? | CHRIS AND BRITTANY,22,2017-12-27T20:01:59.000Z,42826,3019,212,147,False,9,People & Blogs
1084,H&M,8,17.14.11,H&M Holiday 2017 starring Nicki Minaj – official teaser,24,2017-11-09T08:01:40.000Z,264793,3283,853,0,True,11,Entertainment
1085,ParsonJamesVEVO,8,17.20.11,Parson James - Only You (Lyric Video),10,2017-11-17T08:00:02.000Z,18525,1124,4,59,False,2,Music
1086,Malik Nabee,8,18.20.02,The Original JJ Redick Chinese New Year Video- 51's,10,2018-02-18T19:32:42.000Z,231920,399,174,696,False,2,Music
1087,The Valleyfolk,8,18.09.01,A new beginning... and WE'RE TERRIFIED,22,2018-01-08T18:01:06.000Z,192042,29164,209,4886,False,9,People & Blogs
1088,Fox Business,8,18.25.02,Major bank ends long-time partnership with NRA,25,2018-02-23T16:06:15.000Z,20955,349,370,697,False,12,News & Politics
1089,Cody'sLab,8,17.21.12,Window Blinds Stay Lined Up With The Sun!?,27,2017-12-20T00:05:47.000Z,183272,8536,234,1784,False,14,Education
1090,LifeAccordingToJimmy,8,17.20.12,Another Holiday Commercial,23,2017-12-19T00:18:32.000Z,171311,21743,144,1534,False,10,Comedy
1091,Mitchell Moon,8,18.08.03,Miss Mary’s House,22,2018-03-05T15:45:10.000Z,268105,2668,100,250,False,9,People & Blogs
1092,Healthcare Triage,8,18.02.02,Behavioral Economics Aren't that Convincing in Medicine,27,2018-01-29T21:49:48.000Z,11355,622,7,76,False,14,Education
1093,Ben Actis,8,17.30.12,Italian grandmother learning to use Google home,22,2017-12-28T05:20:16.000Z,419483,10017,236,788,False,9,People & Blogs
1094,KBSKpop,8,17.30.12,2017 KBS가요대축제 Music Festival - 방탄소년단 - DNA (DNA - BTS). 20171229,24,2017-12-29T15:27:58.000Z,654296,63559,1211,6748,False,11,Entertainment
1095,Chilly Willy,8,18.08.02,FALCON HEAVY LANDING 02/06/2018,22,2018-02-07T02:28:02.000Z,402547,7271,60,695,False,9,People & Blogs
1096,LavenderTowne,8,18.08.03,THE 5 ARTISTS YOU MEET IN REAL LIFE,26,2018-03-02T22:10:41.000Z,246040,18795,161,3370,False,13,Howto & Style
1097,New York Daily News,8,18.09.01,"Jerry Van Dyke, star of ‘Coach,’ dead at 86",25,2018-01-06T23:30:00.000Z,3721,29,4,34,False,12,News & Politics
1098,Trace Cyrus,8,18.16.02,Trace Cyrus BRENDA official lyric video,22,2018-02-15T03:41:55.000Z,76871,1722,258,217,False,9,People & Blogs
1099,Strange incident,8,18.15.02,Little Girl's Incredible Valentine's Day Rant,24,2018-02-14T12:28:52.000Z,18985,553,121,71,False,11,Entertainment
1100,ThirtySecondsToMarsVEVO,8,17.14.11,Thirty Seconds To Mars - Walk On Water (Official Music Video),10,2017-11-08T13:00:00.000Z,1905487,65854,2442,4490,False,2,Music
1101,OWN,8,18.30.04,Amy Schumer Shares Her Experience with Gray-Area Rape | SuperSoul Conversations | OWN,24,2018-04-26T00:43:45.000Z,227943,1760,577,301,False,11,Entertainment
1102,iggyazaleamusicVEVO,8,18.03.02,Iggy Azalea - Savior (Lyric Video) ft. Quavo,10,2018-02-02T05:00:01.000Z,694215,56219,4508,6848,False,2,Music
1103,Real Engineering,8,18.28.02,The Truth About Wireless Charging,28,2018-02-23T09:23:47.000Z,539560,20823,404,1380,False,15,Science & Technology
1104,BETNetworks,8,18.14.02,See Lala And Kway's Epic And Hilarious Dance-Off | BET Social Awards,24,2018-02-12T14:26:34.000Z,47196,808,402,232,False,11,Entertainment
1105,Pitch Perfect,8,17.26.11,Pitch Perfect 3 x The Voice Freedom! ’90 x Cups,24,2017-11-22T01:25:35.000Z,832700,28956,131,752,False,11,Entertainment
1106,Adult Swim,8,17.23.11,The Poop In My Pants | Rick and Morty | Adult Swim,24,2017-11-22T15:00:17.000Z,1980168,77373,1955,9955,False,11,Entertainment
1107,TromaMovies,8,17.29.12,1st - Emma | 15 Second Horror Film Challenge 2017,1,2017-12-26T23:31:54.000Z,265204,2419,264,216,False,0,Film & Animation
1108,slaymeclarkson c:,8,17.21.11,(HD VERSION) Kelly Clarkson & P!nk Everybody Hurts LIVE at the 2017 American Music Awards!,10,2017-11-20T19:13:47.000Z,54002,1175,29,89,False,2,Music
1109,Lindsay Webster,8,18.21.03,My Everyday Makeup Routine!,22,2018-03-15T17:00:56.000Z,136757,4895,62,261,False,9,People & Blogs
1110,Rclbeauty101,8,17.19.11,Dont Hurt Me.,24,2017-11-17T22:00:03.000Z,467983,41915,860,3679,False,11,Entertainment
1111,theCHIVE,8,18.19.01,We have the EXCLUSIVE Super Troopers 2 trailer drop here and MEOW!,24,2018-01-18T22:11:32.000Z,158013,2232,72,197,False,11,Entertainment
1112,Top Korean News,8,17.19.12,[BREAKING] SHINee’s Jonghyun is found dead in his apartment,1,2017-12-18T11:31:58.000Z,168675,2412,186,1286,False,0,Film & Animation
1113,Paramount Network,8,18.18.01,I Am MLK Jr. Official Teaser | Paramount Network,24,2018-01-15T13:00:01.000Z,4167,76,18,1,False,11,Entertainment
1114,Katzun,8,17.16.12,Animating and junk,22,2017-12-14T04:00:05.000Z,31029,2835,16,181,False,9,People & Blogs
1115,Sufficiently Advanced,8,17.23.11,Molten Aluminum Deep Fried Turkey (Thanksgiving Special!!!),1,2017-11-22T14:00:01.000Z,104510,2182,273,365,False,0,Film & Animation
1116,Attaullah Malik,8,17.15.11,Ten-Year-Old's Face Unlocks Face ID on His Mom's iPhone X,28,2017-11-14T12:02:49.000Z,390964,3687,1273,1224,False,15,Science & Technology
1117,DIY Perks,8,18.14.04,I built a PC out of rope and wood...,26,2018-04-05T01:30:02.000Z,947071,47282,1678,5425,False,13,Howto & Style
1118,Shade 45,8,17.18.11,Eminem speaks on working with Beyonce,22,2017-11-17T18:26:49.000Z,26393,162,74,94,False,9,People & Blogs
1119,SKITTLESbrand,8,18.25.01,Skittles ))) Possible Super Bowl Ad – Sandwich,24,2018-01-24T15:31:57.000Z,17401,348,33,59,False,11,Entertainment
1120,Applied Science,8,17.29.11,Glass engineering - designing and making photochromic glass,28,2017-11-26T01:18:45.000Z,72485,4714,41,547,False,15,Science & Technology
1121,Tpindell,8,17.31.12,If People Were Honest With Their Parents,23,2017-12-30T03:16:10.000Z,218992,14877,315,1052,False,10,Comedy
1122,nothorwitzer,8,17.28.12,Rubik's Cube Table Version 2,2,2017-10-30T01:30:42.000Z,30550,555,72,100,False,1,Autos & Vehicles
1123,SeanPaulVEVO,8,18.17.02,"Sean Paul, David Guetta - Mad Love (Lyric Video) ft. Becky G",10,2018-02-16T00:01:01.000Z,243220,20314,346,1205,False,2,Music
1124,Brent Pella,8,17.15.11,Brent Pella - Why You Shouldn't Fly on Spirit Airlines,23,2017-11-14T15:32:51.000Z,462490,14132,795,666,False,10,Comedy
1125,Cards Against Humanity,8,17.15.11,Cards Against Humanity Saves America,23,2017-11-14T16:43:11.000Z,295217,4854,1439,1267,False,10,Comedy
1126,Scotty Kilmer,8,18.04.04,The Best Wiper Blades in the World and Why,2,2018-04-02T12:00:02.000Z,253378,10837,193,7081,False,1,Autos & Vehicles
1127,ColdFusion,8,18.09.02,Falcon Heavy Makes History - Cheaper Spaceflight,2,2018-02-08T10:02:35.000Z,217582,15489,182,1608,False,1,Autos & Vehicles
1128,Edward Avila,8,17.31.12,My Holiday Makeup lol - Edward Avila,26,2017-12-30T18:17:52.000Z,45065,5820,260,740,False,13,Howto & Style
1129,Hudson Moore,8,18.07.02,Hudson Moore - Summertime Queen (Official Audio),10,2018-02-05T23:17:02.000Z,52628,1667,37,78,False,2,Music
1130,LIL UZI VERT,8,17.05.12,Lil Uzi Vert - The Way Life Goes Remix (Feat. Nicki Minaj) [Official Music Video],22,2017-12-04T22:42:37.000Z,682894,60206,1779,11887,False,9,People & Blogs
1131,vnbreyes,8,17.26.12,Christmas Day 2000,17,2009-12-15T23:26:32.000Z,2863,2,0,0,False,4,Sports
1132,Reach Records,8,17.20.12,Tedashii - Messenger,10,2017-12-18T23:00:46.000Z,21193,1438,49,83,False,2,Music
1133,Snapchat,8,17.30.11,The New Snapchat in 60 Seconds,10,2017-11-29T14:00:03.000Z,867588,0,0,0,True,2,Music
1134,Oscars,8,18.24.01,Oscars 2018: Nominations Announcement,1,2018-01-23T14:53:48.000Z,952863,14092,3097,5149,False,0,Film & Animation
1135,Conan Gray,8,18.25.04,"🍒 april favs 🍒 (music, clothes, life)",22,2018-04-22T16:00:01.000Z,128633,17483,42,1867,False,9,People & Blogs
1136,Alex Meyers,8,18.14.02,what working tech support is REALLY like,24,2018-02-13T12:00:06.000Z,109050,10964,99,708,False,11,Entertainment
1137,Kristin Johns,8,18.06.04,REAL LIFE MORNING ROUTINE,22,2018-04-05T00:36:38.000Z,161050,13050,104,657,False,9,People & Blogs
1138,RetroManCave,8,17.19.12,Atari Lynx | LCD Upgrade (Mcwill Mod),28,2017-12-15T14:51:46.000Z,11835,1561,5,204,False,15,Science & Technology
1139,foofightersVEVO,8,17.20.12,Foo Fighters - Everlong/Christmas (Baby Please Come Home)/ Linus And Lucy (Live At SNL),10,2017-12-18T22:12:36.000Z,130954,8242,117,316,False,2,Music
1140,Fancy Vlogs By Gab,8,18.21.02,from this to this real quick... flu 2018,22,2018-02-17T15:11:09.000Z,441809,19243,286,2102,False,9,People & Blogs
1141,Movieclips Coming Soon,8,17.27.12,Belle Movie CLIP - Rare And Exotic (2014) - Tom Felton Movie HD,1,2014-06-21T06:36:55.000Z,96416,384,5,83,False,0,Film & Animation
1142,Warner Bros. UK,7,18.19.01,Tomb Raider - Official Trailer #2 - Warner Bros. UK,1,2018-01-18T17:00:36.000Z,159782,2377,466,423,False,0,Film & Animation
1143,Dj Earworm,7,17.14.12,DJ Earworm Mashup - United State of Pop 2017 (How We Do It),10,2017-12-13T17:05:43.000Z,124338,8194,902,1507,False,2,Music
1144,Bud Light,7,18.03.02,Bud Light - The Bud Knight,24,2018-02-01T13:38:42.000Z,3199087,5552,1079,705,False,11,Entertainment
1145,David Sistaro,7,17.21.11,"Hailee Steinfeld & Alesso Let Me Go ft Florida Georgia Line,watt AMA live",10,2017-11-20T01:45:52.000Z,60079,859,22,59,False,2,Music
1146,BrantleyGilbertVEVO,7,18.02.02,Brantley Gilbert - The Ones That Like Me,10,2018-02-01T05:01:00.000Z,84155,3969,119,245,False,2,Music
1147,ASMR Darling,7,18.18.01,ASMR Lushful Spa Treatment ✨ Facial and Massage,24,2018-01-17T03:24:25.000Z,555758,19252,1234,5853,False,11,Entertainment
1148,Paweł Zadrożniak,7,18.21.01,The Floppotron: Toto - Africa,10,2018-01-20T19:43:44.000Z,47749,4514,30,458,False,2,Music
1149,Passenger,7,17.21.11,Passenger | Simple Song (Official Video),10,2017-11-19T17:59:32.000Z,144177,10237,60,799,False,2,Music
1150,Wengie,7,17.03.12,15 Toothpaste Life Hacks YOU SHOULD KNOW!,26,2017-12-02T18:48:02.000Z,1048933,41411,2778,9055,False,13,Howto & Style
1151,RAP DAILY,7,17.25.11,Mase - The Oracle (Cam'Ron Diss),10,2017-11-24T16:04:33.000Z,283379,6030,1405,2490,False,2,Music
1152,hudsonunionsociety,7,17.21.11,Breaking Bad's Bryan Cranston on Meeting Charles Manson,1,2016-10-14T21:14:51.000Z,15058,0,0,0,True,0,Film & Animation
1153,Martin Garrix,7,17.02.12,Martin Garrix & David Guetta - So Far Away (feat. Jamie Scott & Romy Dya) (Official Video),10,2017-12-01T05:01:33.000Z,1418342,161738,1771,10485,False,2,Music
1154,shakiraVEVO,7,18.27.01,Shakira - Trap (Official Video) ft. Maluma,10,2018-01-26T14:00:05.000Z,6469935,356084,51596,41095,False,2,Music
1155,Toyota USA,7,18.05.02,Toyota 2018 Big Game Ad: One Team (Extended Cut),2,2018-02-03T13:00:06.000Z,33447,379,41,62,False,1,Autos & Vehicles
1156,Turkish Airlines,7,18.05.02,Turkish Airlines - 5 Senses with Dr. Oz,19,2018-02-04T23:55:21.000Z,936185,606,74,67,False,6,Travel & Events
1157,Gcincorp Ecommerce and Real Estate,7,17.30.12,"Samsung Galaxy Note 8 Not Charging , Dead Battery, problems, Sprint Mobile *UPDATE",26,2017-11-21T07:39:48.000Z,106523,218,148,356,False,13,Howto & Style
1158,MassLive,7,17.17.11,Jaylen Brown delivers emotional press conference after losing his best friend | Boston Celtics,25,2017-11-17T04:20:40.000Z,5938,108,3,21,False,12,News & Politics
1159,PhakeNam,7,18.19.01,70's Ads: After Eight Chocolate Mints,24,2014-08-01T20:52:45.000Z,18264,315,29,122,False,11,Entertainment
1160,Alto's Adventure,7,18.14.02,Alto's Odyssey Trailer – Launching February 22nd. Pre-order now!,20,2018-02-12T13:59:48.000Z,73724,1864,66,267,False,7,Gaming
1161,BrasherN,7,18.13.01,Big sister reflexes,20,2018-01-12T18:29:53.000Z,80760,1319,95,168,False,7,Gaming
1162,WFLA News Channel 8,7,18.03.02,Florida ER nurse goes on epic rant about flu season,25,2018-02-01T18:40:01.000Z,69716,3547,210,691,False,12,News & Politics
1163,Groupon,7,18.26.01,Groupon 2018 Super Bowl Commercial | Who Wouldn't,24,2018-01-25T15:30:04.000Z,601853,330,51,40,False,11,Entertainment
1164,Millie T,7,17.01.12,I Became My Sim For A Day *CHALLENGE*,24,2017-11-30T18:00:00.000Z,99243,9003,174,530,False,11,Entertainment
1165,BeckVEVO,7,18.17.01,Beck - Fix Me,10,2018-01-16T18:00:04.000Z,83625,2871,153,271,False,2,Music
1166,AIA awards,7,17.20.11,American Influencer Awards 2017,22,2017-11-19T07:05:06.000Z,66888,1098,427,313,False,9,People & Blogs
1167,Alec Steele,7,17.20.12,FORGING A DAMASCUS ANVIL!! Part 2,24,2017-12-18T20:55:29.000Z,159742,7178,132,800,False,11,Entertainment
1168,Victoria's Secret,7,17.05.12,Alessandra Ambrosio’s Wax Sculpture,24,2017-12-04T11:36:31.000Z,211403,6386,151,316,False,11,Entertainment
1169,Verizon,7,17.25.11,Verizon 360 Live: The Macy’s Thanksgiving Day Parade,24,2017-11-23T19:51:07.000Z,2618344,45197,2315,3332,False,11,Entertainment
1170,Will Darbyshire,7,17.20.12,82. A Journey,1,2017-12-19T18:53:52.000Z,23116,3103,31,148,False,0,Film & Animation
1171,alt-J,7,17.16.11,alt-J - Pleader (Official Video),10,2017-11-15T13:10:12.000Z,133212,6260,202,528,False,2,Music
1172,Mercedes-AMG Petronas Motorsport,7,18.23.02,SNEAK PEEK: 2018 Mercedes F1 Livery Revealed!,17,2018-02-22T09:35:04.000Z,123573,1643,100,198,False,4,Sports
1173,Nickelback,7,17.14.11,Nickelback - The Betrayal Act III [Official Video],10,2017-11-13T15:31:44.000Z,57169,6927,161,565,False,2,Music
1174,Grandpa Kitchen,7,17.29.11,Pancakes Recipe | Quick and Easy Pancakes by Grandpa for Orphan Kids,26,2017-11-28T20:44:06.000Z,110091,8665,136,1201,False,13,Howto & Style
1175,Alex Gilbert,7,17.22.11,My Birth Father in Russia didn't know I existed - This is our bond,22,2017-11-15T08:02:08.000Z,193082,2387,35,163,False,9,People & Blogs
1176,mariahxlambily,7,18.03.01,Mariah Carey - Live At Dick Clark's New Year's Rockin' Eve 2018!,10,2018-01-01T05:30:01.000Z,878841,9365,2150,4209,False,2,Music
1177,GamingWithJen,7,18.12.01,REAL LIFE LUCKY BLOCK MYSTERY BOX!!!,22,2018-01-11T21:30:01.000Z,114829,11492,208,4824,False,9,People & Blogs
1178,lara6683,7,17.23.11,Mega Medley that was supposed to be 5 minutes but wasn't,20,2017-11-22T02:46:07.000Z,87397,3617,29,237,False,7,Gaming
1179,Kitten Lady,7,17.14.11,A Tropical Island with 500 CATS!,15,2017-11-09T23:44:18.000Z,46571,4250,16,408,False,3,Pets & Animals
1180,Kylie Moy,7,18.23.02,I Followed My Dad Around With a Confetti Cannon.... // Tank Top Moy,24,2018-02-22T00:50:24.000Z,674629,11308,267,767,False,11,Entertainment
1181,Samsung Mobile USA,7,18.15.02,Chloe Kim: Road to PyeongChang,24,2018-02-13T00:43:57.000Z,52154,1378,59,172,False,11,Entertainment
1182,BerkleyLovesTori,7,18.15.02,Double Lesbian Pictionary Proposal,22,2018-02-12T19:23:51.000Z,62995,627,17,82,False,9,People & Blogs
1183,ThreeDaysGraceVEVO,7,18.26.01,Three Days Grace - The Mountain (Official Video),10,2018-01-25T15:00:02.000Z,239907,28340,551,3607,False,2,Music
1184,FunForLouis,7,18.26.02,HOW I EDIT MY INSTAGRAMS!,22,2018-02-24T16:07:29.000Z,43226,1756,135,180,False,9,People & Blogs
1185,akidearest,7,18.09.03,I Went to a Butler Cafe.,27,2018-03-02T23:00:02.000Z,283696,26340,70,3174,False,14,Education
1186,Bret Baier,7,18.03.02,Bret Interview with Devin Nunes,25,2018-02-02T23:29:02.000Z,35891,506,217,461,False,12,News & Politics
1187,mittromney,7,18.17.02,Ready to Serve | Romney for Utah,22,2018-02-16T13:21:55.000Z,32662,598,840,428,False,9,People & Blogs
1188,MrBeast,7,18.15.01,I Bought One Snickers Bar From Every Walmart,24,2018-01-13T23:15:01.000Z,2348594,100065,5129,27348,False,11,Entertainment
1189,Jessica Vu,7,17.20.12,SOFT EVERYDAY WINTER MAKEUP + SKINCARE | Jessica Vu,26,2017-12-19T23:01:01.000Z,41407,3925,55,263,False,13,Howto & Style
1190,Mnet K-POP,7,17.02.12,[2017 MAMA in Hong Kong] BTS_INTRO Perf. + Not Today,24,2017-12-01T14:51:39.000Z,2289723,199777,4451,10481,False,11,Entertainment
1191,Function,7,17.23.12,How Do Kids and Artists See While Drawing? | Eye Tracking,28,2017-12-20T00:10:17.000Z,13564,251,3,14,False,15,Science & Technology
1192,New Amsterdam,7,18.15.05,NEW AMSTERDAM | Official Trailer | NBC Fall Shows 2018,24,2018-05-13T16:29:57.000Z,2469801,5084,1719,567,False,11,Entertainment
1193,Bethel Music,7,17.14.12,NEW: RECKLESS LOVE (ACOUSTIC VERSION) - Cory Asbury,10,2017-12-13T16:59:00.000Z,60586,4183,49,288,False,2,Music
1194,Beats 1 on Apple Music,7,18.18.04,"Nicki Minaj: Cardi B, Migos & 'MotorSport' | Beats 1 | Apple Music",10,2018-04-13T05:34:06.000Z,2834128,67526,5274,17906,False,2,Music
1195,Max Skipper,7,17.31.12,"When it's 5 a.m. at an Irish Wedding - Ho, Ro, the rattlin' Bog",22,2017-12-29T11:18:21.000Z,129038,2689,54,221,False,9,People & Blogs
1196,JP & Julia,7,18.19.02,"FIRST TIME TO JOLLIBEE, SO LETS ORDER EVERYTHING!!!",22,2018-02-17T00:04:28.000Z,187452,5164,230,971,False,9,People & Blogs
1197,Cody'sBLab,7,18.16.02,Beekeeping With Cody s2e1: Coming out of Winter,22,2018-02-15T02:03:58.000Z,102900,7690,52,1181,False,9,People & Blogs
1198,Tony Baker Comedy,7,18.18.02,'Black Panther' Review - The Women Were Clutch,24,2018-02-16T15:47:56.000Z,27499,2184,37,402,False,11,Entertainment
1199,NOLA.com,7,17.20.11,LaToya Cantrell elected mayor of New Orleans,25,2017-11-19T05:07:23.000Z,17627,193,238,390,False,12,News & Politics
1200,Sauber F1 Team,7,18.21.02,The C37 – 2018 Alfa Romeo Sauber F1 Team Launch,17,2018-02-20T11:31:07.000Z,119235,1275,22,95,False,4,Sports
1201,TNT,7,18.22.01,This Is Us: Press Room Q&A | 24th Annual SAG Awards | TNT,24,2018-01-22T03:56:23.000Z,2085,35,3,8,False,11,Entertainment
1202,Kraft Brand,7,18.05.02,Kraft Super Bowl Commercial 2018 Family Greatly,22,2018-02-05T02:22:23.000Z,8750,71,40,21,False,9,People & Blogs
1203,Pokémon GO,7,17.07.12,"Pokémon GO - More Pokémon, More Adventure. Now with Dynamic Weather Gameplay!",20,2017-12-06T13:59:34.000Z,660509,10046,533,2243,False,7,Gaming
1204,MrTreknation,7,18.22.01,Morgan Freeman - Receives Life Achievement SAG Awards 2018,22,2018-01-22T02:27:48.000Z,12769,209,11,33,False,9,People & Blogs
1205,John Maclean,7,17.14.11,EXTREME GOLDEN TAN TRANSFORMATION,26,2017-11-10T20:40:44.000Z,300617,8133,2693,2911,False,13,Howto & Style
1206,PONY Syndrome,7,17.31.12,PONY THE GLOBETROTTER + GRWM (With subs) - Milan 포니 더 글로브 트롯터 - 밀라노 편,26,2017-12-30T08:00:09.000Z,320038,12008,190,851,False,13,Howto & Style
1207,WTHR,7,17.01.12,Jim Nabors dead at 87 (Thursday noon breaking report),25,2017-11-30T18:20:44.000Z,11484,82,4,74,False,12,News & Politics
1208,TheUnlockr,7,17.22.12,"What is Gigabit LTE, Why You Need It, & How to Get It",28,2017-12-20T20:30:01.000Z,7973,515,11,68,False,15,Science & Technology
1209,Animal Planet,7,18.05.02,Puppy Bowl Spot Center: Top 5 Plays,24,2018-02-03T23:00:04.000Z,106605,2196,143,201,False,11,Entertainment
1210,hp_overload,7,17.14.11,"I TOOK THE $3,000,000 LAMBO TO CARMAX! They offered me......",2,2017-11-13T01:43:12.000Z,98378,4035,495,486,False,1,Autos & Vehicles
1211,TheOdd1sOut,7,18.21.01,My Horibal Speling,23,2018-01-20T17:15:48.000Z,3411062,247246,1961,50194,False,10,Comedy
1212,Rob Bliss,7,17.13.12,How to Hijack Amazon Prime Now for Good,24,2017-12-12T11:35:43.000Z,466511,25226,942,1927,False,11,Entertainment
1213,Beyond The Trailer,7,17.01.12,Disney's Live Action Mulan - Liu Yifei aka Crystal Liu Cast - REACTION,24,2017-11-29T18:53:21.000Z,99566,2136,419,1127,False,11,Entertainment
1214,HouzzTV,7,18.02.02,My Houzz: Gordon Ramsay’s Surprise Renovation,26,2018-01-30T13:01:28.000Z,396462,7616,168,225,False,13,Howto & Style
1215,The1975VEVO,7,18.08.06,The 1975 - Give Yourself A Try,10,2018-05-31T22:57:07.000Z,2094378,125705,4143,11060,False,2,Music
1216,ChrisBrownVEVO,7,17.14.12,Chris Brown - On Purpose (Audio) ft. AGNEZ MO,10,2017-12-13T05:00:04.000Z,400949,26264,541,3583,False,2,Music
1217,Netflix Asia,7,18.12.01,Altered Carbon | Official Trailer [HD] | Netflix,24,2018-01-11T15:30:30.000Z,114276,2169,93,221,False,11,Entertainment
1218,KFC,7,18.26.01,KFC | Honky Tonk | Smoky Mountain BBQ,24,2018-01-26T01:08:37.000Z,20740,306,316,225,False,11,Entertainment
1219,ABC7,7,17.08.12,Man risks life to save wild rabbit during SoCal wildfire | ABC7,25,2017-12-07T08:05:07.000Z,299090,10126,456,2807,False,12,News & Politics
1220,Dancing On Ice,7,18.19.02,Camilla Cabello Performs 'Never Be the Same' | Dancing On Ice 2018,24,2018-02-18T19:57:11.000Z,59606,0,0,0,True,11,Entertainment
1221,CYNVEVO,7,17.01.12,CYN - Only With You,10,2017-11-30T16:00:00.000Z,28983,1532,58,230,False,2,Music
1222,Brat,7,17.23.11,CHICKEN GIRLS | Annie & Hayden in “Broken” | Ep. 8,24,2017-11-22T00:27:45.000Z,2437554,70432,1172,6796,False,11,Entertainment
1223,Jake Roper,7,18.22.02,Goodbye Beme,22,2018-02-18T19:46:03.000Z,143597,5845,167,474,False,9,People & Blogs
1224,Marco Reps,7,17.28.11,Casually Laser-Exposing 0.2 mm PCB features on a 3D printer,28,2017-11-24T11:13:40.000Z,39115,1423,21,144,False,15,Science & Technology
1225,Graham The Christian,7,18.15.01,I said Gucci Gang 1000000 Times. Here are the last 1000.,23,2018-01-14T06:22:22.000Z,798567,36645,3115,10284,False,10,Comedy
