,channel_title,no_of_vids,trending_date,title,category_id,publish_time,views,likes,dislikes,comment_count,comments_disabled,Unnamed: 0,Category_name
554,JasonAldeanVEVO,19,18.27.01,Jason Aldean - You Make It Easy (Lyric Video),10,2018-01-26T05:00:02.000Z,340354,10087,274,384,False,2,Music
555,Eh Bee Family,19,18.27.05,TRY NOT TO LAUGH CHALLENGE!! - KNOCK KNOCK DAD JOKES EDITION,22,2018-05-26T14:00:06.000Z,305956,11166,758,2439,False,9,People & Blogs
556,Tim Milgram,19,18.01.05,Ariana Grande - No Tears Left To Cry - Choreography by Jojo Gomez - #TMillyTV,24,2018-04-28T19:38:22.000Z,613756,28936,684,504,False,11,Entertainment
557,Colleen Ballinger,19,18.25.01,MIRANDA vs. IPHONE X FACE ID,23,2018-01-24T20:00:02.000Z,603426,35628,743,2867,False,10,Comedy
558,5FDPVEVO,19,17.02.12,Five Finger Death Punch - Gone Away (Lyric Video),10,2017-12-01T05:00:05.000Z,202697,13976,255,1143,False,2,Music
559,KKandbabyJ,19,18.07.01,I Had A Mommy Moment,22,2018-01-06T00:42:03.000Z,223648,12745,281,1379,False,9,People & Blogs
560,Engineering Explained,19,18.28.02,Volkswagen Gassed Monkeys To Prove Diesels Are Clean,2,2018-02-25T15:00:06.000Z,160245,6791,262,2271,False,1,Autos & Vehicles
561,Today I Found Out,19,18.05.01,The Richest Family in the World,27,2018-01-02T16:30:01.000Z,137942,6889,144,973,False,14,Education
562,SomeThingElseYT,18,18.20.04,Devils Vs Angels Two w/ TheOdd1sOut,23,2018-04-19T18:31:48.000Z,360571,20450,235,3159,False,10,Comedy
563,Natalies Outlet,18,18.12.01,DIY STUDY HACKS! How To Be PRODUCTIVE After School + Study Tips to Get BETTER GRADES!,24,2018-01-10T23:49:46.000Z,999910,126363,1034,35280,False,11,Entertainment
564,fantano,18,18.26.01,China BANS Hip Hop From Television,10,2018-01-24T18:02:12.000Z,71836,2800,67,1105,False,2,Music
565,NJ.com,18,18.12.01,Arizona Sheriff Joe Arpaio Is Running For U.S. Senate,25,2018-01-09T17:53:37.000Z,5263,73,144,147,False,12,News & Politics
566,iHasCupquake,18,17.16.11,Our First Date,20,2017-11-15T20:00:00.000Z,224426,17784,225,2762,False,7,Gaming
567,Blossom,18,18.23.04,I Got 99 Problems But Being A Girl Ain't One! DIY Girls Hacks and More by Blossom,26,2018-04-21T12:28:17.000Z,7566372,55220,6576,2667,False,13,Howto & Style
568,Peter Brown,18,18.16.02,Making Jewelry From Bread!,26,2018-02-14T04:00:25.000Z,135944,7125,68,1919,False,13,Howto & Style
569,TWICE JAPAN OFFICIAL YouTube Channel,18,18.25.04,TWICE「Wake Me Up」Music Video,10,2018-04-24T15:00:03.000Z,2721293,245409,11419,21361,False,2,Music
570,Andre Black Nerd,18,17.30.11,COCO Movie Review... and Olaf's Frozen Adventure | Andre Black Nerd,1,2017-11-28T23:54:33.000Z,43830,2409,35,564,False,0,Film & Animation
571,Nicki Minaj,18,18.15.04,Nicki Minaj - Chun-Li (Music Video),10,2018-04-14T05:44:40.000Z,2376410,151626,8201,15077,False,2,Music
572,Portugal. The Man,18,17.23.11,Portugal. The Man - Feel It Still [2017 American Music Awards Performance],10,2017-11-21T18:50:21.000Z,97414,3275,27,251,False,2,Music
573,ChloexHalleVEVO,18,17.19.11,Chloe x Halle - I Say So (Audio),10,2017-11-17T05:00:00.000Z,7108,587,5,57,False,2,Music
574,Cosmopolitan.com,18,18.17.02,Olympic Ice Dancers Maia & Alex Shibutani Play The Newlywed Game | Cosmopolitan,26,2018-02-14T20:00:00.000Z,48051,1318,18,65,False,13,Howto & Style
575,Channel Awesome,18,17.28.12,Wizards of Waverly Place: The Movie - Disneycember,24,2017-12-26T21:00:01.000Z,271780,9654,285,1404,False,11,Entertainment
576,Wassabi Productions,18,17.29.11,REACTING to BTS Mic Drop! (MV),24,2017-11-27T23:00:02.000Z,388115,23430,404,9644,False,11,Entertainment
577,Inanna Sarkis,18,17.22.11,"The Walking Dead: No Man’s Land by Inanna Sarkis, Hannah Stocking & Anwar Jibawi",23,2017-11-20T18:01:12.000Z,907902,37539,1589,1603,False,10,Comedy
578,J. Cole,18,18.26.04,J. Cole - Kevin's Heart,10,2018-04-24T15:56:34.000Z,6045117,327734,5620,22878,False,2,Music
579,CBS Miami,18,17.23.11,Additional Remains Of Miami Gardens Soldier Recovered,25,2017-11-21T17:26:32.000Z,1095,8,2,13,False,12,News & Politics
580,AbrahamMateoVEVO,18,18.23.04,"Abraham Mateo, Yandel, Jennifer Lopez - Se Acabó el Amor",10,2018-04-20T20:00:02.000Z,3273218,140376,4955,6872,False,2,Music
581,PinkVEVO,18,17.14.11,P!nk - Barbies (Audio),10,2017-11-08T22:04:53.000Z,651036,23338,442,1101,False,2,Music
582,Pixielocks,18,17.16.11,♡ SILVER PLAYBUTTON UNBOXING (and making it cute) ♡,26,2017-11-15T15:17:28.000Z,17901,2325,50,429,False,13,Howto & Style
583,Mike Shinoda,18,18.31.03,Crossing A Line (Official Video) - Mike Shinoda,10,2018-03-29T14:00:29.000Z,726149,59182,615,3805,False,2,Music
584,Karina Garcia,18,17.06.12,6 DIY Christmas Slimes! How To Holiday Slime!,26,2017-12-05T02:19:56.000Z,962042,36068,845,12272,False,13,Howto & Style
585,H O N N E,18,18.28.05,HONNE - Location Unknown ◐ (feat. Georgia),10,2018-05-25T15:01:20.000Z,166235,9925,50,340,False,2,Music
586,Carter Sharer,18,18.16.04,SCUBA DIVING IN POND FOR TREASURE!! (I FOUND IT!),24,2018-04-15T15:37:52.000Z,1034432,34874,3702,6677,False,11,Entertainment
587,H3 Podcast Highlights,18,18.26.04,Ninja On How Drake Made Gaming Cool,22,2018-04-23T23:26:46.000Z,712752,16982,724,1579,False,9,People & Blogs
588,Fleur DeForce,18,17.21.11,What To Buy HIM: Christmas 2017 | FleurDeForce,26,2017-11-19T17:00:01.000Z,118227,3598,165,362,False,13,Howto & Style
589,WatchMojo.com,18,18.24.04,Top 10 Insanely Racist Moments In Disney Movies That You Totally Forgot About,24,2018-04-22T14:30:01.000Z,968378,10636,7848,5829,False,11,Entertainment
590,Ariana Grande`,18,18.25.04,Ariana Grande - No Tears Left To Cry (BTS - Part 1),10,2018-04-23T20:14:16.000Z,2208587,179621,1515,14564,False,2,Music
591,KatyPerryVEVO,18,17.21.12,Katy Perry - Hey Hey Hey (Official),10,2017-12-20T20:00:02.000Z,2673454,244699,35083,24784,False,2,Music
592,FightHype.com,18,17.16.12,"MAYWEATHER REVEALS COMEBACK OFFER, FIGHTING IN UFC; POPPIN MAD SH*T: THERE'S ONLY ONE GOAT...ME",17,2017-12-12T17:24:29.000Z,261765,2254,503,2704,False,4,Sports
593,YouTube Spotlight,18,17.14.11,#VeteransDay: Thank You for Everything,24,2017-11-10T15:07:13.000Z,812516,26917,1979,4998,False,11,Entertainment
594,TechSmartt,18,17.15.11,Selling My iPhone X To a Machine at Walmart,28,2017-11-14T00:45:15.000Z,1836419,28647,17815,7860,False,15,Science & Technology
595,MamaMiaMakeup,18,18.24.04,Types Of People at the Gym,23,2018-04-22T21:35:35.000Z,611611,34603,670,1614,False,10,Comedy
596,JuliaMichaelsVEVO,17,18.08.05,Julia Michaels - Jump (Lyric Video) ft. Trippie Redd,10,2018-05-04T04:00:00.000Z,412323,25441,208,952,False,2,Music
597,5MadMovieMakers,17,17.05.12,Thomas Train Stunts,24,2017-12-04T19:22:01.000Z,481783,18336,188,997,False,11,Entertainment
598,Australian Open TV,17,18.19.01,Jan-Lennard Struff v Roger Federer match highlights (2R) | Australian Open 2018,17,2018-01-18T13:27:52.000Z,97518,679,33,120,False,4,Sports
599,Boldly,17,17.05.12,I Got My Lips Permanently Tattooed,22,2017-11-30T22:37:34.000Z,1316854,26797,779,1012,False,9,People & Blogs
600,Magnolia Pictures & Magnet Releasing,17,17.06.12,Please Stand By - Official Trailer,1,2017-12-05T17:41:48.000Z,8023,134,15,16,False,0,Film & Animation
601,Asian Boss,17,18.12.02,How Do South Koreans Feel About Joint Team With North Korea (Winter Olympics 2018)  | ASIAN BOSS,25,2018-02-08T14:29:46.000Z,113435,3795,108,1442,False,12,News & Politics
602,Simply Not Logical,17,17.08.12,I SNUCK INTO YOUTUBE REWIND 2017 (I was invited) | Behind The Scenes | NYC,24,2017-12-06T22:46:24.000Z,636501,35131,525,2977,False,11,Entertainment
603,Olympic,17,18.11.02,Why do Olympians bite their medals? | Burning Questions,17,2018-02-10T00:00:00.000Z,43367,865,96,99,False,4,Sports
604,EllieGouldingVEVO,17,17.14.12,Ellie Goulding - O Holy Night (Audio),10,2017-12-13T00:01:00.000Z,90378,9366,188,839,False,2,Music
605,USA Gymnastics,17,18.26.04,Biles. Is. Back.,17,2018-04-23T16:00:12.000Z,350771,10385,112,675,False,4,Sports
606,GingerPale,17,18.19.04,What is the BEST Fruit?,23,2018-04-18T16:41:49.000Z,179243,17090,131,14701,False,10,Comedy
607,ToniBraxtonVEVO,17,18.14.02,Toni Braxton - Long As I Live (Audio),10,2018-02-09T05:00:03.000Z,241497,11288,216,1431,False,2,Music
608,STX Entertainment,17,18.19.01,Den of Thieves | Alpha Males Featurette | Now Playing,24,2018-01-17T22:00:13.000Z,27980,166,8,32,False,11,Entertainment
609,McDonald's,17,18.07.02,Rediscover the Love: Big Mac® Trio | McDonald's,1,2018-02-05T01:43:07.000Z,12483,90,31,0,True,0,Film & Animation
610,SmarterEveryDay,17,17.29.12,"How to record Slow Motion Sounds (Exploding Tomato at 60,000fps) - Smarter Every Day 184",28,2017-12-26T15:45:57.000Z,606308,30754,782,1879,False,15,Science & Technology
611,Chloe x Halle,17,17.30.12,Chloe x Halle - Grown (Official Music Video),10,2017-12-29T16:02:53.000Z,88729,5436,500,616,False,2,Music
612,BillieEilishVEVO,17,18.28.04,Billie Eilish - lovely (with Khalid),10,2018-04-26T16:00:02.000Z,707608,103320,458,6460,False,2,Music
613,PolyMatter,17,18.22.04,Not Everyone Should Code,27,2018-04-20T15:00:01.000Z,277150,12205,700,1323,False,14,Education
614,BrettYoungVEVO,17,17.12.12,Brett Young - O Holy Night,10,2017-12-10T05:00:01.000Z,51913,3022,56,146,False,2,Music
615,SabrinaCarpenterVEVO,17,18.20.03,"Sabrina Carpenter, Jonas Blue - Alien (Audio Only)",10,2018-03-16T04:00:00.000Z,742377,60711,282,3630,False,2,Music
616,I Like To Make Stuff,17,17.28.11,How to make a Wooden Katana from hardwood flooring // Woodworking,26,2017-11-23T16:00:00.000Z,826996,21338,408,1116,False,13,Howto & Style
617,DaveHax,17,18.15.04,I Tried Making Kinetic Sand!,26,2018-04-13T14:09:03.000Z,379756,5272,694,975,False,13,Howto & Style
618,How To Make Everything,17,17.23.12,Turning Sugarcane Into Candy Canes | HTME,27,2017-12-22T16:04:49.000Z,107035,4602,85,824,False,14,Education
619,Chubbyemu,17,18.12.01,A Man Drank 2 Liters Moonshine In 2 Hours. This Is What Happened To His Eyes.,28,2018-01-08T20:00:00.000Z,606957,21736,840,3598,False,15,Science & Technology
620,Townsends,17,18.22.01,Early American Woodworking - A Craftsman Talks About his Passion,27,2018-01-18T21:39:25.000Z,16617,1319,5,144,False,14,Education
621,SPORTSNET,17,17.15.12,Predators' Subban scores fluttering goal after turnover by Canucks' Del Zotto,17,2017-12-14T03:25:57.000Z,11148,55,3,8,False,4,Sports
622,STARZ,17,18.08.05,Power | Season 5 Official Trailer | STARZ,24,2018-05-04T04:01:26.000Z,351950,5957,65,593,False,11,Entertainment
623,Jess Conte,17,18.27.04,COPYING MADDIE ZIEGLER'S INSTAGRAM PHOTOS,24,2018-04-26T00:55:12.000Z,958445,63210,696,2143,False,11,Entertainment
624,FoundFlix,17,18.19.04,TRUTH OR DARE (2018) Ending Explained,24,2018-04-17T20:00:04.000Z,990404,22773,593,3039,False,11,Entertainment
625,Bobby Bones,17,18.21.04,Carrie Underwood Stops By Bobby Bones Show For First Interview Since Return,10,2018-04-19T13:57:49.000Z,636209,1769,117,489,False,2,Music
626,Blue Origin,17,17.14.12,Crew Capsule 2.0 First Flight,28,2017-12-13T04:39:07.000Z,81932,1576,42,259,False,15,Science & Technology
627,Gigi Gorgeous,17,17.05.12,Our Surrogate Story: The Truth | Gigi,26,2017-11-29T00:53:50.000Z,759844,18096,21877,4477,False,13,Howto & Style
628,standupmaths,16,17.16.11,MENACE: the pile of matchboxes which can learn,24,2017-11-14T16:29:00.000Z,100472,5140,40,560,False,11,Entertainment
629,Man About Cake,16,18.18.01,Succulent Wedding Cake FOR JAMES! | Man About Cake with Joshua John Russell,26,2018-01-16T16:42:05.000Z,138332,7259,48,428,False,13,Howto & Style
630,HowToBasic,16,17.14.11,How To Dry a Shirt in 30 Seconds,26,2017-11-09T18:36:48.000Z,2063667,98804,11682,11443,False,13,Howto & Style
631,Illumination,16,18.09.03,The Grinch - Official Trailer (HD),24,2018-03-08T16:00:08.000Z,522007,10822,2276,2156,False,11,Entertainment
632,Microsoft Surface,16,18.17.05,Introducing Microsoft Surface Hub 2,28,2018-05-15T12:55:28.000Z,949030,25776,418,3287,False,15,Science & Technology
633,Nikki Glamour,16,18.21.04,GENDER REVEAL!!,24,2018-04-19T23:52:14.000Z,181720,20721,225,0,True,11,Entertainment
634,T-Mobile,16,17.14.12,T-Mobile CEO John Legere | We're bringing the Un-carrier to TV,24,2017-12-13T14:57:27.000Z,51769,1637,100,357,False,11,Entertainment
635,Jenn Im,16,18.04.01,Bye 2017,26,2017-12-31T17:51:27.000Z,238623,24044,135,1896,False,13,Howto & Style
636,Joan Kim,16,18.17.01,College Advice from Harvard & UC Berkeley Grads! 🎓,26,2018-01-15T22:30:00.000Z,52585,3676,32,603,False,13,Howto & Style
637,ChrisYoungVEVO,16,18.27.02,Chris Young - Hangin' On,10,2018-02-26T08:00:02.000Z,76832,2309,173,196,False,2,Music
638,Special Books by Special Kids,16,18.05.01,Born with Shortened Limbs and One Eye (Geoff's Handshake),22,2018-01-04T01:34:20.000Z,24843,2102,15,254,False,9,People & Blogs
639,Laura Kampf,16,18.23.01,Space-Saving Stairs for my Loftbed,26,2018-01-21T11:27:36.000Z,78499,4701,65,255,False,13,Howto & Style
640,Science Magazine,16,18.02.02,Snippet: Listen to an orca imitate a person,28,2018-01-31T00:28:50.000Z,386468,948,42,100,False,15,Science & Technology
641,MLive,16,18.17.01,Kyle Stephens the first victim to address Larry Nassar at sentencing,25,2018-01-16T16:41:24.000Z,35359,373,51,142,False,12,News & Politics
642,KylieMinogueOnVEVO,16,18.03.02,Kylie Minogue - Dancing (Official Video),10,2018-02-01T08:59:34.000Z,497161,20891,721,2323,False,2,Music
643,FliteTest,16,17.11.12,3D Printed Monster Spitfire | FLITE TEST,24,2017-12-06T20:30:00.000Z,90458,3135,27,379,False,11,Entertainment
644,SuperwomanVlogs,16,18.07.01,MY THOUGHTS ABOUT MAKING THE FORBES LIST,22,2018-01-06T21:10:09.000Z,86891,8451,85,946,False,9,People & Blogs
